"Query_sequence_ID"	"Subject_sequence_ID"	"Percent_identity"	"Alignment_length"	"Number_of_mismatches"	"Number_of_gap_openings"	"Start_position_in_query_sequence"	"End_position_in_query_sequence"	"Start_position_in_subject_sequence"	"End_position_in_subject_sequence"	"E-value"	"Bit_score"	"Genome_ID"
"tauB"	"NODE_1071_length_43684_cov_25.340301"	44.697	132	73	0	220	615	16853	16458	2.08e-29	129	"CNA0052333"
"tauB"	"NODE_114_length_188166_cov_24.855261"	42.857	133	76	0	217	615	187445	187047	2.08e-29	129	"CNA0052562"
"tauB"	"NODE_25_length_307653_cov_20.8766"	42.857	133	76	0	217	615	236521	236919	4.14e-34	129	"GCA_028824665.1"
"tauB"	"NODE_52_length_163441_cov_109.773806"	42.857	133	76	0	217	615	151145	150747	1.93e-36	129	"GCA_011523825.1"
"tauB"	"NODE_616_length_88623_cov_13.817575"	43.609	133	75	0	217	615	84547	84945	9.33e-36	129	"GCA_028819005.1"
"tauB"	"NODE_85_length_99811_cov_22.349583"	48.649	111	57	0	325	657	59772	60104	7.51e-45	129	"GCA_009835395.1"
"tauB"	"PAHW01000002.1"	43.609	133	75	0	217	615	217219	217617	8.38e-38	129	"GCA_002705305.1"
"tauB"	"PAPO01000024.1"	43.609	133	75	0	217	615	302134	302532	2.49e-38	129	"GCA_002708935.1"
"tauB"	"PBMG01000001.1"	43.609	133	75	0	217	615	295808	296206	7.21e-38	129	"GCA_002722565.1"
"tauB"	"c_000000436223"	42.857	133	76	0	217	615	54218	53820	8.45e-35	128	"GCA_026713105.1"
"tauB"	"c_000000519866"	42.857	133	76	0	217	615	2443	2045	1.06e-36	128	"GCA_026712705.1"
"tauB"	"NODE_11976_length_3923_cov_20.437694"	44.697	132	73	0	220	615	2195	2590	3.92e-29	128	"CNA0052614"
"tauB"	"NODE_123_length_110044_cov_51.416824"	50.926	108	53	0	334	657	93729	93406	9.16e-44	128	"GCA_009837445.1"
"tauB"	"NODE_128_length_108929_cov_69.551371"	44.697	132	73	0	220	615	96389	95994	3.92e-29	128	"GCA_009837475.1"
"tauB"	"NODE_13_length_327849_cov_68.926844"	50.459	109	54	0	331	657	140550	140224	1.23e-43	128	"GCA_009837475.1"
"tauB"	"NODE_163_length_92696_cov_72.536393"	43.609	133	75	0	217	615	11827	11429	4.95e-36	128	"GCA_009837475.1"
"tauB"	"NODE_213_length_134798_cov_10.703265"	45.802	131	71	0	223	615	132303	131911	1.13e-40	128	"CNS0798324"
"tauB"	"NODE_240_length_123017_cov_56.988915"	45.802	131	71	0	223	615	1539	1147	3.97e-40	128	"CNA0052277"
"tauB"	"NODE_31_length_222899_cov_54.639820"	43.609	133	75	0	217	615	184227	184625	5.54e-40	128	"GCA_009837445.1"
"tauB"	"NODE_325_length_48249_cov_55.555111"	43.609	133	75	0	217	615	39170	38772	3.9e-29	128	"GCA_009843915.1"
"tauB"	"NODE_634_length_60104_cov_21.293011"	43.609	133	75	0	217	615	1453	1851	3.92e-29	128	"CNA0052614"
"tauB"	"NODE_977_length_23120_cov_60.784435"	44.697	132	73	0	220	615	12144	12539	3.92e-29	128	"GCA_009843915.1"
"tauB"	"c_000000201048"	45.038	131	72	0	223	615	61721	62113	2.34e-41	127	"GCA_026713045.1"
"tauB"	"NODE_1132_length_49379_cov_157.016098"	43.939	132	74	0	220	615	20221	20616	1.4e-28	127	"SAMN15855452"
"tauB"	"NODE_1387_length_34511_cov_22.684612"	48.649	111	57	0	325	657	13534	13202	6.44e-48	127	"CNA0052333"
"tauB"	"NODE_183_length_89879_cov_34.8213"	45.802	131	71	0	223	615	76623	77015	2.11e-40	127	"GCA_026708015.1"
"tauB"	"NODE_256_length_71877_cov_19.7256"	40	145	87	0	217	651	9407	8973	1.92e-39	127	"GCA_026708055.1"
"tauB"	"NODE_25_length_327950_cov_151.801436"	50	108	54	0	334	657	91296	91619	2.04e-42	127	"SAMN15855452"
"tauB"	"NODE_260_length_90550_cov_23.6111"	45.802	131	71	0	223	615	521	129	1.02e-39	127	"GCA_026705625.1"
"tauB"	"NODE_554_length_76938_cov_7.240001"	43.609	133	75	0	217	615	15996	15598	1.8e-36	127	"GCA_028820455.1"
"tauB"	"NODE_61_length_201769_cov_101.101"	42.105	133	77	0	217	615	103332	103730	1.26e-35	127	"GCA_028824625.1"
"tauB"	"NODE_764_length_70558_cov_46.507539"	45.802	131	71	0	223	615	55252	54860	1.02e-39	127	"CNA0052423"
"tauB"	"NODE_81_length_166734_cov_24.9883"	45.038	131	72	0	223	615	72545	72153	3.2e-41	127	"GCA_026706815.1"
"tauB"	"c_000000349346"	45.802	131	71	0	223	615	6967	7359	6.82e-42	126	"GCA_026713745.1"
"tauB"	"NODE_275_length_90836_cov_22.5325"	44.275	131	73	0	223	615	45450	45842	6.03e-41	126	"GCA_028824665.1"
"tauB"	"NODE_49_length_276112_cov_25.538824"	45.038	131	72	0	223	615	76385	75993	5.94e-41	126	"CNA0052562"
"tauB"	"NODE_668_length_58705_cov_22.340171"	45.038	131	72	0	223	615	33919	34311	1.01e-42	126	"CNA0052614"
"tauB"	"NZNH01000002.1"	45.802	131	71	0	223	615	30935	31327	1.14e-40	126	"GCA_002694825.1"
"tauB"	"NZNH01000043.1"	44.361	133	74	0	217	615	10501	10899	4.53e-35	126	"GCA_002694825.1"
"tauB"	"c_000000075456"	43.182	132	75	0	220	615	36246	36641	3.92e-43	125	"GCA_026710865.1"
"tauB"	"MPNQ01000001.1"	45.802	131	71	0	223	615	203359	202967	2.1e-40	125	"GCA_002239105.1"
"tauB"	"NODE_13_length_327849_cov_68.926844"	42.105	133	77	0	217	615	21659	22057	1.02e-33	125	"GCA_009837475.1"
"tauB"	"NODE_142_length_81307_cov_24.594238"	44.275	131	73	0	223	615	28523	28131	3.99e-40	125	"GCA_009835395.1"
"tauB"	"NODE_16_length_347588_cov_100.107"	46.565	131	70	0	223	615	336920	337312	6.64e-39	125	"GCA_028824625.1"
"tauB"	"NODE_454_length_72943_cov_91.731794"	42.857	133	76	0	217	615	24813	25211	4.97e-28	125	"GCA_009840735.1"
"tauB"	"NODE_565_length_85261_cov_50.370631"	42.105	133	77	0	217	615	23191	23589	1.78e-38	125	"CNA0052472"
"tauB"	"NODE_636_length_59884_cov_20.056043"	45.038	131	72	0	223	615	35024	34632	1.92e-39	125	"CNA0052615"
"tauB"	"NODE_6_length_974172_cov_103.164249"	41.353	133	78	0	217	615	566875	567273	3.19e-35	125	"CNA0052317"
"tauB"	"NODE_8069_length_5915_cov_24.984812"	42.105	133	77	0	217	615	1897	2295	1.46e-33	125	"CNA0052614"
"tauB"	"QIIW01000139.1"	42.105	133	77	0	217	615	28930	28532	4.41e-41	125	"GCA_003231645.1"
"tauB"	"c_000000091990"	42.105	133	77	0	217	615	16198	16596	2.58e-42	124	"GCA_026713105.1"
"tauB"	"c_000000179333"	45.038	131	72	0	223	615	3054	2662	5.59e-40	124	"GCA_026713745.1"
"tauB"	"NODE_107_length_191993_cov_24.396612"	42.857	133	76	0	217	615	8323	8721	4.87e-39	124	"CNA0052562"
"tauB"	"NODE_1699_length_20542_cov_13.1989"	45.802	131	71	0	223	615	5406	5014	4.04e-40	124	"GCA_028824415.1"
"tauB"	"NODE_23_length_258952_cov_21.1013"	45.038	131	72	0	223	615	25131	24739	7.4e-40	124	"GCA_026708055.1"
"tauB"	"NODE_2404_length_15355_cov_36.170588"	45.802	131	71	0	223	615	6080	5688	9.37e-39	124	"CNA0052255"
"tauB"	"NODE_926_length_68643_cov_30.681927"	45.802	131	71	0	223	615	41280	40888	1.92e-39	124	"GCA_028819295.1"
"tauB"	"NODE_12_length_330979_cov_66.868813"	46.847	111	59	0	325	657	13628	13296	5.22e-46	123	"GCA_009837475.1"
"tauB"	"NODE_2395_length_26088_cov_8.701725"	43.609	133	75	0	217	615	11034	10636	1.38e-41	123	"CNA0052371"
"tauB"	"NODE_33_length_258661_cov_101.941"	41.353	133	78	0	217	615	227935	227537	2.56e-42	123	"GCA_028824625.1"
"tauB"	"NODE_387_length_52424_cov_22.588421"	45.038	131	72	0	223	615	38429	38821	2.63e-39	123	"CNA0052627"
"tauB"	"NODE_42_length_191157_cov_51.359714"	43.609	133	75	0	217	615	168371	168769	2.32e-41	123	"GCA_009837445.1"
"tauB"	"NODE_4_length_671281_cov_115.219473"	42.105	133	77	0	217	615	316344	316742	1.09e-43	123	"GCA_011523825.1"
"tauB"	"NODE_886_length_18851_cov_7.60507"	44.275	131	73	0	223	615	760	368	1.95e-39	123	"GCA_026707305.1"
"tauB"	"NODE_943_length_17570_cov_9.83374"	42.857	133	76	0	217	615	11762	12160	1.15e-40	123	"GCA_026707305.1"
"tauB"	"NODE_125_length_186799_cov_109.718802"	41.353	133	78	0	217	615	111487	111885	1.51e-43	122	"CNA0052317"
"tauB"	"NODE_2110_length_13767_cov_19.147025"	42.857	133	76	0	217	615	3135	3533	1.04e-39	122	"GCA_009835395.1"
"tauB"	"NODE_21_length_266673_cov_111.953131"	45.802	131	71	0	223	615	234492	234884	2.11e-37	122	"GCA_011523825.1"
"tauB"	"NODE_22_length_152870_cov_44.8621"	43.511	131	74	0	223	615	58997	58605	1.54e-40	122	"GCA_026709125.1"
"tauB"	"NODE_3930_length_10924_cov_106.368203"	45.038	131	72	0	223	615	5416	5808	3.32e-38	122	"GCA_009840735.1"
"tauB"	"NODE_6_length_974172_cov_103.164249"	45.802	131	71	0	223	615	451939	452331	4.35e-38	122	"CNA0052317"
"tauB"	"c_000000043405"	42.857	133	76	0	217	615	2705	3103	7.52e-40	121	"GCA_026710865.1"
"tauB"	"NODE_140_length_81408_cov_23.208511"	45.038	131	72	0	223	615	41221	40829	4.92e-39	121	"GCA_009835395.1"
"tauB"	"NODE_387_length_43627_cov_58.912329"	39.437	142	86	0	190	615	5821	6246	8.19e-44	121	"GCA_009843915.1"
"tauB"	"NODE_45_length_254875_cov_22.695338"	42.857	133	76	0	217	615	95219	95617	5.38e-40	121	"CNA0052254"
"tauB"	"NODE_4658_length_15616_cov_142.117537"	46.847	111	59	0	325	657	10770	11102	2.59e-45	121	"SAMN15855452"
"tauB"	"NODE_873_length_51596_cov_21.797559"	42.857	133	76	0	217	615	21937	21539	2.91e-40	121	"CNA0052333"
"tauB"	"NODE_913_length_56833_cov_8.323946"	47.706	109	57	0	331	657	23615	23289	6.45e-33	121	"GCA_028820455.1"
"tauB"	"c_000000127473"	52.941	102	48	0	217	522	13473	13778	1.64e-26	120	"GCA_026713045.1"
"tauB"	"NODE_107_length_126439_cov_22.5866"	42.857	133	76	0	217	615	70098	70496	4.89e-39	120	"GCA_026708055.1"
"tauB"	"NODE_38_length_247705_cov_108.589"	43.511	131	74	0	223	615	194539	194931	4.41e-38	120	"GCA_028824625.1"
"tauB"	"NODE_8_length_407126_cov_66.289849"	42.424	132	76	0	220	615	311090	311485	1.23e-41	120	"GCA_009837475.1"
"tauB"	"NODE_31_length_222899_cov_54.639820"	41.353	133	78	0	217	615	190175	190573	3.58e-36	119	"GCA_009837445.1"
"tauB"	"RFFY01000337.1"	44.275	131	73	0	223	615	5261	4869	9.52e-36	119	"GCA_003697065.1"
"tauB"	"NODE_1226_length_33666_cov_24.5833"	51.961	102	49	0	217	522	29286	29591	5.83e-26	118	"GCA_026706815.1"
"tauB"	"NODE_2862_length_15403_cov_82.755147"	42.857	133	76	0	217	615	12720	13118	4.05e-40	118	"GCA_009840735.1"
"tauB"	"NODE_315_length_48935_cov_59.761375"	43.511	131	74	0	223	615	21695	21303	1.15e-37	118	"GCA_009843915.1"
"tauB"	"NODE_3543_length_19984_cov_144.085303"	41.353	133	78	0	217	615	6181	5783	4.98e-39	118	"SAMN15855452"
"tauB"	"NODE_4959_length_9777_cov_5.027875"	42.424	132	76	0	220	615	5289	4894	3.28e-41	118	"CNA0052614"
"tauB"	"NZNH01000023.1"	40.602	133	79	0	217	615	4236	3838	4.54e-38	118	"GCA_002694825.1"
"tauB"	"NODE_1417_length_41277_cov_10.304546"	41.353	133	78	0	217	615	6523	6921	9.41e-36	117	"CNA0052371"
"tauB"	"NODE_5258_length_16323_cov_13.882346"	51.961	102	49	0	217	522	13148	13453	8.01e-26	117	"GCA_028819005.1"
"tauB"	"NODE_59_length_102666_cov_43.4531"	41.353	133	78	0	217	615	34700	35098	1.13e-40	117	"GCA_026709125.1"
"tauB"	"c_000000289146"	51.961	102	49	0	217	522	6937	6632	1.51e-25	116	"GCA_026712705.1"
"tauB"	"NODE_1219_length_44595_cov_52.035968"	41.353	133	78	0	217	615	14539	14141	6.77e-39	116	"CNA0052472"
"tauB"	"NODE_1376_length_25726_cov_14.7998"	46.789	109	58	0	331	657	20996	21322	1.43e-32	116	"GCA_028824415.1"
"tauB"	"NODE_1985_length_24885_cov_22.728514"	42.748	131	75	0	223	615	7812	8204	5.56e-37	116	"CNA0052614"
"tauB"	"NODE_26_length_240057_cov_67.967917"	41.353	133	78	0	217	615	883	485	1.89e-39	116	"GCA_009837475.1"
"tauB"	"PBTQ01000098.1"	40.602	133	79	0	217	615	2387	1989	7.58e-40	116	"GCA_002729125.1"
"tauB"	"RFFY01000695.1"	44.094	127	71	0	217	597	381	1	7.74e-37	115	"GCA_003697065.1"
"tauB"	"NODE_18_length_292436_cov_73.035522"	41.985	131	76	0	223	615	139367	139759	2.61e-36	114	"GCA_009837475.1"
"tauB"	"NODE_2020_length_24489_cov_18.194688"	40.602	133	79	0	217	615	3148	3546	3.28e-38	114	"CNA0052614"
"tauB"	"NODE_4859_length_9153_cov_22.649154"	42.748	131	75	0	223	615	2391	2783	2.99e-37	114	"CNA0052333"
"tauB"	"NODE_97_length_95151_cov_54.886609"	41.353	133	78	0	217	615	41528	41926	4.93e-39	114	"GCA_009843915.1"
"tauB"	"c_000000272782"	40.152	132	79	0	220	615	7272	6877	5.56e-37	113	"GCA_026710865.1"
"tauB"	"NODE_1207_length_46699_cov_8.829967"	41.985	131	76	0	223	615	36186	35794	1.94e-36	113	"CNA0052371"
"tauB"	"NODE_31_length_222899_cov_54.639820"	40.152	132	79	0	220	615	126812	127207	1.91e-36	112	"GCA_009837445.1"
"tauB"	"c_000000126032"	34.932	146	95	0	220	657	1596	1159	2.45e-35	111	"GCA_026710865.1"
"tauB"	"c_000000384894"	41.221	131	77	0	223	615	6418	6810	5.03e-36	111	"GCA_026710865.1"
"tauB"	"DKTF01000384.1"	41.353	133	78	0	217	615	2081	1683	5.73e-34	111	"GCA_002473265.1"
"tauB"	"NODE_1046_length_44406_cov_25.301166"	34.932	146	95	0	220	657	10604	10167	9.4e-36	111	"CNA0052333"
"tauB"	"NODE_1798_length_27046_cov_24.691416"	40.152	132	79	0	220	615	14274	14669	6.9e-36	111	"CNA0052333"
"tauB"	"NODE_754_length_78314_cov_30.635595"	41.221	131	77	0	223	615	26567	26959	1.28e-35	111	"GCA_028819295.1"
"tauB"	"NODE_1221_length_44583_cov_47.719907"	41.221	131	77	0	223	615	42573	42965	1.76e-35	110	"CNA0052472"
"tauB"	"NODE_17_length_293042_cov_29.858"	40.909	132	78	0	220	615	131500	131895	1.02e-36	110	"GCA_026708015.1"
"tauB"	"NODE_24_length_241829_cov_57.855472"	41.221	131	77	0	223	615	78069	78461	9.19e-36	110	"GCA_009837445.1"
"tauB"	"NODE_114_length_113969_cov_51.213380"	41.667	132	77	0	220	615	5258	5653	7.53e-34	109	"GCA_009837445.1"
"tauB"	"NODE_1018_length_40682_cov_35.850666"	40.909	132	78	0	220	615	6741	6346	5.02e-36	108	"CNA0052255"
"tauB"	"NODE_25_length_456844_cov_42.454667"	40.909	132	78	0	220	615	159626	160021	1.13e-34	108	"CNA0052423"
"tauB"	"NZ_AMPG01000001.1"	43.75	112	63	0	280	615	1170617	1170282	8.33e-36	108	"GCF_000299415.1"
"tauB"	"NODE_11_length_344000_cov_64.415764"	39.695	131	79	0	223	615	258545	258937	6.73e-33	107	"GCA_009837475.1"
"tauB"	"NODE_18_length_292436_cov_73.035522"	44.037	109	61	0	331	657	132404	132078	1.68e-29	107	"GCA_009837475.1"
"tauB"	"NODE_5376_length_11676_cov_14.587815"	39.695	131	79	0	223	615	9545	9937	6.99e-33	107	"CNA0052371"
"tauB"	"NODE_5708_length_15034_cov_21.242139"	34.932	146	95	0	220	657	14215	14652	4.55e-35	107	"GCA_028819295.1"
"tauB"	"c_000000068247"	37.589	141	88	0	193	615	15464	15042	3.69e-33	106	"GCA_026713045.1"
"tauB"	"c_000000123090"	39.394	132	80	0	220	615	5449	5844	2.19e-37	106	"GCA_026713745.1"
"tauB"	"c_000000575493"	40.458	131	78	0	223	615	19758	19366	2.7e-33	106	"GCA_026712705.1"
"tauB"	"NODE_1195_length_35512_cov_110.084045"	41.284	109	64	0	331	657	35062	35388	3.27e-34	106	"GCA_009840735.1"
"tauB"	"NODE_1372_length_33792_cov_20.335329"	40.152	132	79	0	220	615	10918	10523	5.02e-33	106	"CNA0052614"
"tauB"	"NODE_142_length_81307_cov_24.594238"	41.284	109	64	0	331	657	33271	32945	9.15e-33	106	"GCA_009835395.1"
"tauB"	"NODE_1870_length_8195_cov_9.41658"	41.284	109	64	0	331	657	2472	2798	6.36e-33	106	"GCA_026707305.1"
"tauB"	"NODE_219_length_74951_cov_52.055223"	34.247	146	96	0	220	657	24037	24474	3.28e-35	106	"GCA_009837445.1"
"tauB"	"NODE_3687_length_9304_cov_14.0474"	41.284	109	64	0	331	657	3017	2691	1.09e-33	106	"GCA_028824415.1"
"tauB"	"NODE_43_length_308811_cov_18.836583"	40.152	132	79	0	220	615	17963	18358	1.26e-35	106	"CNA0052615"
"tauB"	"c_000000002343"	37.589	141	88	0	193	615	4298	4720	3.69e-33	105	"GCA_026712705.1"
"tauB"	"c_000000038457"	37.121	132	83	0	220	615	7304	7699	2.43e-35	105	"GCA_026712705.1"
"tauB"	"c_000000049960"	40.367	109	65	0	331	657	3035	2709	1.73e-32	105	"GCA_026713745.1"
"tauB"	"c_000000098768"	40.152	132	79	0	220	615	6783	7178	9.61e-33	105	"GCA_026710865.1"
"tauB"	"NODE_11_length_344000_cov_64.415764"	39.394	132	80	0	220	615	83916	84311	9.21e-33	105	"GCA_009837475.1"
"tauB"	"NODE_243_length_115646_cov_19.230684"	39.695	131	79	0	223	615	74253	74645	1.15e-34	105	"CNA0052615"
"tauB"	"NODE_25_length_188625_cov_22.208564"	36.364	132	84	0	220	615	105313	105708	4.45e-35	105	"CNA0052337"
"tauB"	"NODE_3773_length_12341_cov_22.290737"	40.152	132	79	0	220	615	5523	5128	1.78e-32	105	"CNA0052333"
"tauB"	"NODE_435_length_40315_cov_34.3176"	39.695	131	79	0	223	615	18359	17967	1.16e-34	105	"GCA_026708015.1"
"tauB"	"NODE_4660_length_6292_cov_30.472984"	39.394	132	80	0	220	615	4650	4255	1.19e-34	105	"GCA_009843865.1"
"tauB"	"NODE_75_length_92979_cov_38.4672"	39.394	132	80	0	220	615	36534	36139	1.42e-33	105	"GCA_026709125.1"
"tauB"	"c_000000165589"	37.121	132	83	0	220	615	7463	7858	8.56e-35	104	"GCA_026713045.1"
"tauB"	"c_000000506688"	37.121	132	83	0	220	615	2467	2862	1.47e-33	104	"GCA_026713745.1"
"tauB"	"MPNQ01000047.1"	35.606	132	85	0	220	615	13365	13760	1.05e-36	104	"GCA_002239105.1"
"tauB"	"NODE_18_length_332835_cov_22.6608"	36.879	141	89	0	193	615	293238	293660	2.62e-33	104	"GCA_028824665.1"
"tauB"	"NODE_2211_length_29578_cov_146.007791"	39.394	132	80	0	220	615	17634	17239	2.42e-32	104	"SAMN15855452"
"tauB"	"NODE_253_length_90009_cov_23.0694"	36.879	141	89	0	193	615	88867	88445	2.66e-33	104	"GCA_026706815.1"
"tauB"	"NODE_365_length_123328_cov_44.434629"	39.394	132	80	0	220	615	62276	61881	2.39e-32	104	"CNA0052472"
"tauB"	"NODE_516_length_82935_cov_8.708965"	40.152	132	79	0	220	615	55076	54681	1.75e-32	104	"CNA0052371"
"tauB"	"NODE_669_length_83890_cov_13.336971"	36.879	141	89	0	193	615	59307	59729	2.67e-33	104	"GCA_028819005.1"
"tauC"	"NODE_2276_length_19322_cov_87.266725"	30.189	159	111	0	208	684	5070	5546	8.79e-22	104	"GCA_009840735.1"
"tauB"	"NODE_3984_length_17878_cov_137.458116"	39.695	131	79	0	223	615	9462	9854	5.64e-31	103	"SAMN15855452"
"tauB"	"NODE_658_length_37459_cov_23.358037"	36.879	141	89	0	193	615	5608	5186	4.09e-31	103	"CNA0052627"
"tauB"	"c_000000084265"	36.232	138	88	0	202	615	9713	10126	2.71e-33	102	"GCA_026713745.1"
"tauB"	"c_000000252516"	37.879	132	82	0	220	615	21998	21603	2.18e-34	102	"GCA_026710865.1"
"tauB"	"DKTF01000355.1"	43.119	109	62	0	289	615	182	508	1.64e-25	102	"GCA_002473265.1"
"tauB"	"MPNQ01000012.1"	39.394	132	80	0	220	615	45058	44663	3.27e-32	102	"GCA_002239105.1"
"tauB"	"NODE_1640_length_29290_cov_22.151531"	49.02	102	52	0	217	522	8996	8691	3.65e-27	102	"CNA0052615"
"tauB"	"NODE_16_length_347588_cov_100.107"	37.879	132	82	0	220	615	48739	49134	7.43e-34	102	"GCA_028824625.1"
"tauB"	"NODE_408_length_112842_cov_42.731813"	37.121	132	83	0	220	615	102796	102401	2.64e-33	102	"CNA0052423"
"tauB"	"NODE_657_length_25228_cov_11.0556"	38.636	132	81	0	220	615	8110	7715	4.56e-32	102	"GCA_026707305.1"
"tauB"	"NODE_826_length_41523_cov_14.0259"	38.636	132	81	0	220	615	8487	8882	5.56e-34	102	"GCA_028824415.1"
"tauB"	"NODE_113_length_89673_cov_23.438338"	37.879	132	82	0	220	615	50325	50720	8.41e-35	101	"GCA_009835395.1"
"tauB"	"NODE_19_length_203417_cov_20.235039"	36.17	141	90	0	193	615	139080	139502	3.98e-31	101	"CNA0052337"
"tauB"	"NODE_2038_length_7597_cov_23.5095"	36.232	138	88	0	202	615	1590	2003	9.62e-33	101	"GCA_026708055.1"
"tauB"	"NODE_2_length_287443_cov_40.269"	36.364	132	84	0	220	615	234668	235063	1.4e-33	101	"GCA_026709125.1"
"tauB"	"NODE_330_length_50153_cov_24.155475"	36.957	138	87	0	202	615	36124	36537	9.42e-33	101	"GCA_009835395.1"
"tauB"	"NODE_421_length_36823_cov_10.0612"	36.232	138	88	0	202	615	2033	1620	1.29e-32	101	"GCA_026707305.1"
"tauB"	"NODE_727_length_51305_cov_112.143102"	38.636	132	81	0	220	615	15817	15422	4.07e-34	101	"GCA_009840735.1"
"tauB"	"c_000000338234"	38.636	132	81	0	220	615	4410	4805	4.16e-34	100	"GCA_026713745.1"
"tauB"	"NODE_115_length_170987_cov_22.907800"	36.957	138	87	0	202	615	18682	18269	2.37e-32	100	"CNA0052254"
"tauB"	"NODE_127_length_163080_cov_24.599393"	37.879	132	82	0	220	615	131100	131495	5.48e-34	100	"CNA0052254"
"tauB"	"NODE_1406_length_25070_cov_12.8632"	35.507	138	89	0	202	615	23411	22998	3.33e-32	100	"GCA_028824415.1"
"tauB"	"NODE_1856_length_18598_cov_12.5085"	45.545	101	55	0	313	615	15486	15788	1.77e-35	100	"GCA_028824415.1"
"tauB"	"NODE_323_length_44150_cov_10.0225"	37.879	132	82	0	220	615	36315	36710	1.58e-34	100	"GCA_026707305.1"
"tauB"	"NODE_33_length_244556_cov_32.9107"	37.121	132	83	0	220	615	201357	200962	3.59e-33	100	"GCA_026705465.1"
"tauB"	"NODE_66_length_165500_cov_22.6408"	37.879	132	82	0	220	615	157663	157268	1.56e-34	100	"GCA_026708055.1"
"tauB"	"NODE_272_length_113448_cov_61.817202"	37.121	132	83	0	220	615	53680	54075	9.28e-33	98.7	"CNA0052277"
"tauB"	"c_000000056193"	37.121	132	83	0	220	615	9656	9261	1.17e-31	98.2	"GCA_026710865.1"
"tauB"	"NODE_2091_length_27772_cov_23.521918"	35.606	132	85	0	220	615	11650	11255	1.3e-32	98.2	"CNA0052562"
"tauB"	"NODE_561_length_58096_cov_21.2428"	35.606	132	85	0	220	615	57673	57278	1.76e-32	98.2	"GCA_028824665.1"
"tauB"	"NODE_742_length_30182_cov_23.790819"	35.606	132	85	0	220	615	19231	18836	2.42e-35	98.2	"CNA0052337"
"tauB"	"NODE_957_length_39971_cov_24.5495"	38.168	131	81	0	223	615	17575	17183	1.77e-32	98.2	"GCA_026706815.1"
"tauB"	"NZ_AMPG01000002.1"	39.695	131	79	0	223	615	61857	62249	6.64e-33	98.2	"GCF_000299415.1"
"tauB"	"NODE_214_length_100211_cov_23.9462"	37.121	132	83	0	220	615	67396	67791	2.4e-32	97.7	"GCA_026705625.1"
"tauB"	"NODE_124_length_110035_cov_49.802873"	35.606	132	85	0	220	615	92870	92475	4.01e-31	97.3	"GCA_009837445.1"
"tauB"	"NODE_135_length_109197_cov_30.0592"	37.121	132	83	0	220	615	42460	42855	2.39e-32	97.3	"GCA_026708015.1"
"tauB"	"NODE_1638_length_47183_cov_12.970527"	35.606	132	85	0	220	615	11648	11253	1.96e-33	97.3	"GCA_028819005.1"
"tauB"	"NODE_3000_length_23203_cov_155.836919"	35.556	135	87	0	211	615	18883	19287	1.17e-31	97.3	"SAMN15855452"
"tauB"	"NODE_31_length_263866_cov_22.8067"	35.606	132	85	0	220	615	196324	195929	3.6e-33	97.3	"GCA_026706815.1"
"tauB"	"RFFY01000784.1"	40.517	116	69	0	217	564	3621	3968	9.5e-27	96.4	"GCA_003697065.1"
"tauB"	"NODE_207_length_160066_cov_13.071883"	34.848	132	86	0	220	615	53246	52851	8.36e-35	95.9	"GCA_028819005.1"
"tauB"	"NODE_402_length_42646_cov_70.544669"	34.815	135	88	0	211	615	4336	3932	2.97e-31	95.9	"GCA_009843915.1"
"tauB"	"NODE_50_length_176887_cov_69.568189"	34.815	135	88	0	211	615	95950	96354	2.92e-31	95.9	"GCA_009837475.1"
"tauB"	"c_000000078938"	34.848	132	86	0	220	615	11291	11686	1.99e-33	95.5	"GCA_026713045.1"
"tauB"	"MPNQ01000029.1"	41.121	107	63	0	295	615	23654	23974	1.16e-34	95.5	"GCA_002239105.1"
"tauB"	"NODE_247_length_67227_cov_21.536072"	36.364	132	84	0	220	615	42007	41612	2.67e-30	95.5	"CNA0052627"
"tauB"	"NODE_25_length_456844_cov_42.454667"	36.364	132	84	0	220	615	436112	435717	5.43e-31	95.5	"CNA0052423"
"tauB"	"NODE_4197_length_11680_cov_18.175054"	34.091	132	87	0	220	615	6912	6517	3.35e-29	95.5	"CNA0052614"
"tauB"	"NODE_366_length_120956_cov_27.813715"	40.187	107	64	0	295	615	77074	76754	4.95e-33	95	"GCA_028819295.1"
"tauB"	"NODE_3803_length_18712_cov_154.822587"	34.091	132	87	0	220	615	7792	7397	1.06e-33	95	"SAMN15855452"
"tauB"	"NODE_75_length_173399_cov_33.0354"	40.187	107	64	0	295	615	130842	131162	2.13e-34	95	"GCA_026705465.1"
"tauB"	"NODE_162_length_138327_cov_37.257232"	40.187	107	64	0	295	615	7167	7487	3.25e-32	94.5	"CNA0052255"
"tauB"	"NODE_23_length_321884_cov_20.723"	34.848	132	86	0	220	615	239428	239823	3.99e-34	94.5	"GCA_028824665.1"
"tauB"	"NODE_43_length_213925_cov_22.7862"	40.187	107	64	0	295	615	211683	212003	4.94e-33	94.5	"GCA_026705625.1"
"tauC"	"NODE_1132_length_49379_cov_157.016098"	31.056	161	111	0	184	666	21348	21830	9.51e-19	94.5	"SAMN15855452"
"tauB"	"NODE_1234_length_32545_cov_57.257402"	40.187	107	64	0	295	615	3720	3400	5.05e-33	94.1	"CNA0052277"
"tauB"	"NODE_44_length_332596_cov_9.956580"	40.187	107	64	0	295	615	150666	150346	4.89e-33	94.1	"CNS0798324"
