"Query_sequence_ID"	"Subject_sequence_ID"	"Percent_identity"	"Alignment_length"	"Number_of_mismatches"	"Number_of_gap_openings"	"Start_position_in_query_sequence"	"End_position_in_query_sequence"	"Start_position_in_subject_sequence"	"End_position_in_subject_sequence"	"E-value"	"Bit_score"	"Genome_ID"
"tauB"	"MEKI01000071.1"	42.308	104	60	0	211	522	6726	7037	5.8e-24	84.9	"GCA_001766905.1"
"tauB"	"NODE_23_length_324583_cov_824.637156"	38.333	120	74	0	217	576	130870	131229	3.39e-25	84.9	"GCA_028877275.1"
"tauB"	"QIHU01000122.1"	40.367	109	65	0	289	615	7903	8229	4.53e-34	84.9	"GCA_003231035.1"
"tauB"	"DCUZ01000066.1"	42.157	102	59	0	217	522	14470	14165	8.26e-16	84.5	"GCA_002327305.1"
"tauB"	"NODE_2_length_1020148_cov_709.133971"	38.333	120	74	0	217	576	560810	560451	4.56e-25	84.5	"GCA_026707105.1"
"tauB"	"RFGL01000328.1"	38.235	102	63	0	217	522	1452	1147	2.78e-24	84.5	"GCA_003697015.1"
"tauC"	"DIHE01000065.1"	31.579	171	117	0	163	675	13857	13345	9.06e-16	84.5	"GCA_002420005.1"
"tauB"	"NODE_19_length_236896_cov_14.621788"	39.167	120	73	0	217	576	133246	133605	1.99e-23	84	"GCA_009843505.1"
"tauB"	"NODE_1_length_3060629_cov_323.518"	38.333	120	74	0	217	576	1201508	1201867	8.41e-25	84	"GCA_026707545.1"
"tauB"	"NODE_2_length_1832778_cov_1072.34"	38.333	120	74	0	217	576	1771870	1771511	4.54e-25	84	"SAMN13943208"
"tauB"	"NODE_38_length_440050_cov_112.439539"	39.167	120	73	0	217	576	407882	407523	6.34e-25	84	"CNA0052490"
"tauB"	"NODE_864_length_19161_cov_169.159"	38.333	120	74	0	217	576	3785	4144	1.7e-24	84	"GCA_026708285.1"
"tauB"	"QHVP01000087.1"	37.931	116	72	0	217	564	17615	17962	1.07e-20	84	"GCA_003222295.1"
"tauB"	"DCUZ01000022.1"	35.577	104	67	0	319	630	8900	9211	5.99e-24	83.5	"GCA_002327305.1"
"tauB"	"NODE_1_length_1427113_cov_24.092931"	37.5	120	75	0	217	576	493443	493084	3.31e-25	83.5	"GCA_009836625.1"
"tauB"	"NODE_2_length_1577929_cov_17.872363"	37.5	120	75	0	217	576	113653	114012	2.17e-24	83.5	"CNA0052611"
"tauB"	"QHVM01000054.1"	38.938	113	69	0	184	522	701	363	5.83e-24	83.5	"GCA_003223555.1"
"tauB"	"QHVM01000081.1"	37.931	116	72	0	217	564	29913	30260	2.07e-26	83.5	"GCA_003223555.1"
"tauB"	"QHVX01000015.1"	36.522	115	73	0	217	561	14332	14676	1.84e-22	83.5	"GCA_003222375.1"
"tauB"	"QIHU01000519.1"	41.176	102	60	0	217	522	472	777	5.26e-23	83.5	"GCA_003231035.1"
"tauB"	"NODE_31_length_395460_cov_7.726812"	38.793	116	71	0	217	564	124661	125008	3.68e-23	83.1	"CNA0052543"
"tauB"	"PLZI01000129.1"	45.192	104	57	0	211	522	31128	31439	7.13e-23	83.1	"GCA_003152095.1"
"tauB"	"PKYI01000145.1"	43.137	102	58	0	217	522	17745	17440	1.51e-23	82.6	"GCA_003133645.1"
"tauB"	"DIHE01000036.1"	38.346	133	82	0	217	615	49007	49405	1.34e-25	82.2	"GCA_002420005.1"
"tauB"	"QHVM01000110.1"	37.069	116	73	0	217	564	2479	2132	6.52e-16	82.2	"GCA_003223555.1"
"tauB"	"QHVJ01000084.1"	32.258	124	84	0	244	615	30872	30501	1.98e-20	81.7	"GCA_003222275.1"
"tauB"	"QHVX01000128.1"	32.308	130	88	0	217	606	865	476	3.15e-21	81.7	"GCA_003222375.1"
"tauB"	"QIHU01000609.1"	38.793	116	71	0	217	564	9705	9358	2.1e-26	81.7	"GCA_003231035.1"
"tauB"	"QHVP01000621.1"	36.283	113	72	0	184	522	4879	4541	2.89e-23	81.3	"GCA_003222295.1"
"tauB"	"QHVS01000034.1"	39.655	116	70	0	217	564	31461	31808	7.59e-15	81.3	"GCA_003223635.1"
"tauB"	"SCRJ01000047.1"	42.157	102	59	0	217	522	24361	24056	3.82e-23	81.3	"GCA_004298115.1"
"tauB"	"NCBR01000015.1"	42.157	102	59	0	217	522	5969	5664	5.94e-24	80.8	"GCA_002279285.1"
"tauB"	"NODE_1_length_1427113_cov_24.092931"	38.333	120	74	0	217	576	995580	995221	2.35e-22	80.8	"GCA_009836625.1"
"tauB"	"NODE_1_length_3875896_cov_1713.578510"	38.333	120	74	0	217	576	1382647	1383006	1.1e-21	80.8	"GCA_011525365.1"
"tauB"	"NODE_206_length_109555_cov_113.673041"	38.333	120	74	0	217	576	95388	95747	6.26e-22	80.8	"CNA0052584"
"tauB"	"QHVT01000006.1"	39.655	116	70	0	217	564	80384	80731	1.05e-14	80.8	"GCA_003223645.1"
"tauB"	"NODE_80_length_133966_cov_28.878561"	37.5	120	75	0	217	576	94651	94292	2.46e-22	80.3	"GCA_009837885.1"
"tauB"	"NODE_96_length_198556_cov_18.179566"	37.931	116	72	0	217	564	68884	68537	8.47e-22	80.3	"CNA0052611"
"tauB"	"QHVJ01000308.1"	38.462	104	64	0	211	522	1274	1585	2.11e-23	80.3	"GCA_003222275.1"
"tauB"	"QIHU01000552.1"	38.462	104	64	0	211	522	3968	3657	3.86e-23	80.3	"GCA_003231035.1"
"tauB"	"RFGL01000335.1"	41.176	102	60	0	217	522	1612	1307	1.52e-23	80.3	"GCA_003697015.1"
"tauB"	"MEKI01000056.1"	42.157	102	59	0	217	522	11322	11017	1.81e-22	79.4	"GCA_001766905.1"
"tauB"	"DCUZ01000038.1"	33.898	118	78	0	223	576	33893	33540	7.16e-23	79	"GCA_002327305.1"
"tauB"	"QHVJ01000115.1"	38.095	105	65	0	217	531	17060	17374	6.39e-22	78.5	"GCA_003222275.1"
"tauB"	"RFGL01000132.1"	38.462	104	64	0	211	522	7720	7409	3.46e-22	78.5	"GCA_003697015.1"
"tauB"	"DCUZ01000030.1"	39.216	102	62	0	217	522	2923	2618	1.25e-24	78	"GCA_002327305.1"
"tauB"	"QHVM01000009.1"	38.095	105	65	0	217	531	18790	18476	8.79e-22	78	"GCA_003223555.1"
"tauB"	"QHVT01000003.1"	36.538	104	66	0	211	522	125648	125959	5.42e-21	78	"GCA_003223645.1"
"tauB"	"DIHE01000010.1"	40.952	105	62	0	217	531	7747	7433	1.24e-27	77.6	"GCA_002420005.1"
"tauB"	"DIAY01000007.1"	37.255	102	64	0	217	522	1141	836	2.25e-21	77.1	"GCA_002414905.1"
"tauB"	"QHVV01000051.1"	35.294	102	66	0	217	522	38544	38239	9.39e-20	77.1	"GCA_003222385.1"
"tauB"	"QQVD01000034.1"	36.538	104	66	0	211	522	262787	263098	1.29e-22	77.1	"GCA_003388555.1"
"tauB"	"NODE_4_length_507262_cov_56.327760"	36.667	120	76	0	217	576	411736	412095	2.91e-21	76.7	"GCA_009845425.1"
"tauB"	"QHVX01000322.1"	38.793	116	71	0	217	564	6697	7044	1.83e-13	76.7	"GCA_003222375.1"
"tauB"	"QHVY01000323.1"	38.793	116	71	0	217	564	640	293	1.83e-13	76.7	"GCA_003223695.1"
"tauB"	"QHVM01000080.1"	35.714	112	72	0	187	522	81874	81539	4.42e-19	75.8	"GCA_003223555.1"
"tauB"	"QHVM01000021.1"	31.452	124	85	0	244	615	18606	18977	3.24e-19	75.3	"GCA_003223555.1"
"tauB"	"QHVY01000085.1"	35.238	105	68	0	301	615	5993	6307	4.33e-21	75.3	"GCA_003223695.1"
"tauB"	"PQAJ01000047.1"	35.455	110	71	0	286	615	29052	28723	6.93e-20	74.8	"GCA_003105185.1"
"tauB"	"QHVJ01000380.1"	34.821	112	73	0	187	522	3304	2969	4.15e-18	73.9	"GCA_003222275.1"
"tauB"	"QHVP01000186.1"	30.435	115	80	0	271	615	6020	6364	4.92e-17	73.5	"GCA_003222295.1"
"tauB"	"NODE_23_length_264893_cov_729.656382"	33.645	107	71	0	295	615	68887	69207	5.02e-16	71.6	"GCA_026707105.1"
"tauB"	"QIHU01000082.1"	36.697	109	69	0	289	615	1393	1067	4.28e-21	71.6	"GCA_003231035.1"
"tauB"	"QHVJ01000268.1"	32.432	111	75	0	217	549	1878	1546	3.93e-23	71.2	"GCA_003222275.1"
"tauB"	"RFGL01000493.1"	34.545	110	72	0	286	615	2736	3065	1.03e-17	71.2	"GCA_003697015.1"
"tauB"	"NODE_2_length_1832778_cov_1072.34"	34.314	102	67	0	217	522	1321156	1321461	6.71e-23	70.7	"SAMN13943208"
"tauB"	"NODE_31_length_395460_cov_7.726812"	30.172	116	81	0	259	606	722	375	4.49e-22	70.7	"CNA0052543"
"tauB"	"QHVM01000051.1"	32.432	111	75	0	217	549	9014	9346	1.96e-20	70.7	"GCA_003223555.1"
"tauB"	"QHVM01000052.1"	33.333	105	70	0	217	531	51164	50850	1.05e-20	70.7	"GCA_003223555.1"
"tauB"	"RFGL01000059.1"	32.143	112	76	0	295	630	4295	3960	1.11e-16	70.3	"GCA_003697015.1"
"tauB"	"DIAY01000127.1"	33.654	104	69	0	211	522	11717	11406	2.73e-20	69.8	"GCA_002414905.1"
"tauB"	"NODE_2_length_799895_cov_862.419735"	34.314	102	67	0	217	522	594496	594801	2.39e-22	69.3	"GCA_028877275.1"
"tauB"	"DIHE01000046.1"	32.727	110	74	0	286	615	25370	25041	2.42e-19	68.9	"GCA_002420005.1"
"tauB"	"NODE_19_length_236896_cov_14.621788"	35.294	102	66	0	217	522	85750	85445	1.19e-16	67.5	"GCA_009843505.1"
"tauB"	"NODE_3_length_952301_cov_724.010769"	35.294	102	66	0	217	522	816451	816146	1.15e-16	67.5	"GCA_026707105.1"
"tauB"	"RFGL01000124.1"	35.78	109	70	0	289	615	14075	14401	4.04e-18	66.6	"GCA_003697015.1"
"tauB"	"RFGL01000132.1"	33.036	112	75	0	187	522	7004	6669	2.96e-18	66.6	"GCA_003697015.1"
"tauB"	"NODE_1_length_3060629_cov_323.518"	34.314	102	67	0	217	522	637854	637549	2.84e-16	66.1	"GCA_026707545.1"
"tauB"	"NODE_1_length_3875896_cov_1713.578510"	34.314	102	67	0	217	522	1340616	1340311	2.82e-16	66.1	"GCA_011525365.1"
"tauB"	"NODE_235_length_72850_cov_30.466653"	34.314	102	67	0	217	522	70725	70420	3.09e-16	66.1	"GCA_009837885.1"
"tauB"	"NODE_579_length_30589_cov_179.055"	34.314	102	67	0	217	522	14597	14902	3.13e-16	66.1	"GCA_026708285.1"
"tauB"	"QHVX01000089.1"	33.333	105	70	0	217	531	2405	2719	4.95e-17	65.2	"GCA_003222375.1"
"tauB"	"NODE_1_length_1427113_cov_24.092931"	33.333	102	68	0	217	522	1036930	1037235	7.33e-16	64.8	"GCA_009836625.1"
"tauB"	"NODE_24_length_320290_cov_839.787066"	33.333	102	68	0	217	522	309261	309566	7.61e-16	64.8	"GCA_028877275.1"
"tauB"	"NODE_96_length_198556_cov_18.179566"	33.333	102	68	0	217	522	110744	111049	7.68e-16	64.8	"CNA0052611"
"tauB"	"QQVD01000037.1"	33.333	102	68	0	217	522	162548	162243	8.1e-19	64.8	"GCA_003388555.1"
"tauB"	"DIHE01000207.1"	36.19	105	67	0	217	531	19547	19861	6.14e-19	64.3	"GCA_002420005.1"
"tauB"	"PLZI01000140.1"	33.019	106	71	0	259	576	2581	2264	9.68e-10	64.3	"GCA_003152095.1"
"tauB"	"NODE_182_length_109626_cov_1043.26"	33.333	102	68	0	217	522	86985	86680	1.98e-15	63.4	"SAMN13943208"
"tauB"	"NODE_4_length_507262_cov_56.327760"	32.353	102	69	0	217	522	369630	369325	1.91e-15	63.4	"GCA_009845425.1"
"tauB"	"QHVJ01000154.1"	33.333	102	68	0	217	522	11374	11069	3.28e-19	63.4	"GCA_003222275.1"
"tauB"	"NODE_31_length_395460_cov_7.726812"	32.353	102	69	0	217	522	82735	82430	2.61e-15	62.9	"CNA0052543"
"tauB"	"NODE_8_length_871879_cov_111.639604"	32.353	102	69	0	217	522	532210	532515	4.77e-15	62	"CNA0052490"
"tauB"	"PKYI01000199.1"	30.392	102	71	0	217	522	35036	34731	4.82e-17	61.1	"GCA_003133645.1"
"tauC"	"DIHE01000113.1"	31.429	105	72	0	352	666	42842	42528	8.48e-09	60.6	"GCA_002420005.1"
"tauB"	"PLZI01000140.1"	31.429	105	72	0	217	531	3628	3314	6.14e-19	58.8	"GCA_003152095.1"
"tauC"	"PLZI01000132.1"	36.634	101	64	0	710	408	19809	20111	1.24e-07	57.4	"GCA_003152095.1"
"tauB"	"QHVV01000009.1"	31.373	102	70	0	217	522	21339	21644	2.94e-18	57	"GCA_003222385.1"
"tauB"	"QHVM01000017.1"	31.429	105	72	0	217	531	30396	30082	2.54e-17	56.5	"GCA_003223555.1"
"tauB"	"NODE_38_length_440050_cov_112.439539"	33.333	102	68	0	217	522	218685	218380	2.17e-13	56.1	"CNA0052490"
"tauB"	"NODE_206_length_109555_cov_113.673041"	32.353	102	69	0	217	522	53731	53426	9.79e-13	54.7	"CNA0052584"
"tauB"	"QHVS01000159.1"	31.373	102	70	0	217	522	14477	14172	6.71e-17	53.3	"GCA_003223635.1"
"tauB"	"QHVV01000082.1"	30.392	102	71	0	217	522	51766	51461	1.74e-19	52.8	"GCA_003222385.1"
"tauB"	"PLZI01000019.1"	35.294	102	66	0	217	522	71878	71573	3.53e-17	52.4	"GCA_003152095.1"
"tauB"	"QHVT01000005.1"	30.392	102	71	0	217	522	568490	568795	6.21e-17	52.4	"GCA_003223645.1"
