"Query_sequence_ID"	"Subject_sequence_ID"	"Percent_identity"	"Alignment_length"	"Number_of_mismatches"	"Number_of_gap_openings"	"Start_position_in_query_sequence"	"End_position_in_query_sequence"	"Start_position_in_subject_sequence"	"End_position_in_subject_sequence"	"E-value"	"Bit_score"	"Genome_ID"
"tauB"	"SKZO01000391.1"	44.554	101	56	0	319	621	6444	6142	6.28e-41	110	"GCA_007127335.1"
"tauB"	"SLIN01000092.1"	42.149	121	70	0	217	579	4234	4596	1.08e-36	110	"GCA_007135605.1"
"tauC"	"DCBS01000099.1"	34.161	161	106	0	238	720	4148	4630	2.71e-23	110	"GCA_002313505.1"
"tauC"	"NODE_444_length_103008_cov_104.732023"	31.293	147	101	0	226	666	92982	92542	1.97e-23	110	"GCA_028821475.1"
"tauC"	"NZ_JNUP01000029.1"	34.211	152	100	0	226	681	56612	56157	2.71e-23	110	"GCF_000758165.1"
"tauC"	"SKKC01000386.1"	32.258	155	105	0	226	690	6235	5771	1.59e-24	110	"GCA_007121695.1"
"tauB"	"c_000000085403"	40	130	78	0	217	606	2550	2161	3.1e-34	109	"GCA_026710565.1"
"tauB"	"NC_014484.1"	39.394	132	80	0	220	615	255124	254729	9.15e-36	109	"GCF_000147075.1"
"tauB"	"NC_017583.1"	39.394	132	80	0	220	615	228311	227916	9.11e-36	109	"GCF_000184345.1"
"tauB"	"NZ_QQPQ01000018.1"	39.098	133	81	0	217	615	11189	10791	1.6e-34	109	"GCF_003346715.1"
"tauB"	"PUPD01000116.1"	40	135	81	0	211	615	31477	31073	1.62e-34	109	"GCA_003552985.1"
"tauB"	"QNBK01000048.1"	37.594	133	83	0	217	615	4832	5230	1.2e-34	109	"GCA_003644105.1"
"tauB"	"SKQU01000416.1"	44.554	101	56	0	319	621	6444	6142	7.78e-40	109	"GCA_007118855.1"
"tauB"	"SKZO01000406.1"	37.5	144	90	0	184	615	1076	1507	8.88e-35	109	"GCA_007127335.1"
"tauB"	"SLAA01000167.1"	37.671	146	91	0	220	657	2275	2712	1.81e-32	109	"GCA_007127105.1"
"tauB"	"SLST01000333.1"	37.5	144	90	0	184	615	3567	3998	4.71e-35	109	"GCA_007130265.1"
"tauC"	"NODE_1544_length_30693_cov_8.931229"	32.653	147	99	0	226	666	11140	10700	5.11e-23	109	"CNA0052603"
"tauC"	"NODE_1787_length_34076_cov_3.978513"	30.612	147	102	0	226	666	11123	10683	5.11e-23	109	"CNA0052444"
"tauC"	"NODE_4151_length_14422_cov_4.552029"	30.612	147	102	0	226	666	8359	7919	5.11e-23	109	"CNA0052564"
"tauB"	"SKXQ01000126.1"	37.037	135	85	0	211	615	17710	18114	2.47e-32	108	"GCA_007128315.1"
"tauB"	"SLIN01000132.1"	37.121	132	83	0	220	615	4270	3875	9.7e-36	108	"GCA_007135605.1"
"tauB"	"SLRR01000157.1"	37.879	132	82	0	220	615	14035	14430	7.76e-37	108	"GCA_007130865.1"
"tauC"	"NZ_JNUP01000065.1"	30.968	155	107	0	235	699	291577	291113	7.02e-23	108	"GCF_000758165.1"
"tauB"	"NBMC01000011.1"	44.828	116	64	0	217	564	1481	1828	1.17e-34	107	"GCA_002084805.1"
"tauB"	"NZ_JWTM01000263.1"	37.879	132	82	0	220	615	26902	27297	2.17e-37	107	"GCF_001749745.1"
"tauB"	"NZ_QQPQ01000006.1"	37.121	132	83	0	220	615	62843	62448	7.64e-34	107	"GCF_003346715.1"
"tauB"	"PUPD01000233.1"	35.338	133	86	0	217	615	7210	6812	1.62e-34	107	"GCA_003552985.1"
"tauB"	"SPDA01000418.1"	39.695	131	79	0	223	615	1423	1031	1.34e-35	107	"GCA_004525155.1"
"tauC"	"NODE_2290_length_35603_cov_12.117025"	33.333	147	98	0	226	666	8708	8268	1.32e-22	107	"GCA_028818385.1"
"tauB"	"NZ_KB899415.1"	34.815	135	88	0	211	615	93497	93901	1.04e-36	106	"GCF_000378205.1"
"tauB"	"NZ_KE384554.1"	38.931	131	80	0	223	615	485228	484836	1.41e-36	106	"GCF_000426705.1"
"tauB"	"QNBK01000045.1"	38.168	131	81	0	220	612	11795	12187	2.48e-35	106	"GCA_003644105.1"
"tauB"	"QNBK01000063.1"	37.594	133	83	0	217	615	9880	10278	2.02e-33	106	"GCA_003644105.1"
"tauB"	"SKQU01000269.1"	37.594	133	83	0	217	615	5458	5060	2.76e-33	106	"GCA_007118855.1"
"tauC"	"c_000000088619"	31.293	147	101	0	226	666	25764	26204	3.44e-22	106	"GCA_026710565.1"
"tauC"	"NZ_QQPQ01000078.1"	32.278	158	107	0	226	699	1649	1176	3.44e-22	106	"GCF_003346715.1"
"tauB"	"NC_014364.1"	34.074	135	89	0	211	615	2003847	2004251	1.38e-36	105	"GCF_000143985.1"
"tauB"	"NC_014484.1"	45.69	116	63	0	217	564	268257	267910	1.38e-30	105	"GCF_000147075.1"
"tauB"	"NZ_QQPQ01000031.1"	39.394	132	80	0	220	615	14331	14726	2.19e-37	105	"GCF_003346715.1"
"tauB"	"PUPD01000125.1"	35.606	132	85	0	220	615	4534	4139	1.63e-37	105	"GCA_003552985.1"
"tauB"	"QNBH01000126.1"	41.379	116	68	0	217	564	3091	3438	3.8e-33	105	"GCA_003645645.1"
"tauB"	"QNBL01000096.1"	50.476	105	52	0	217	531	2202	1888	2.26e-31	105	"GCA_003641695.1"
"tauB"	"SKQU01000043.1"	36.111	144	92	0	184	615	22616	23047	7.82e-34	105	"GCA_007118855.1"
"tauB"	"SLAA01000066.1"	34.586	133	87	0	217	615	5650	5252	1.45e-36	105	"GCA_007127105.1"
"tauC"	"SLST01000204.1"	31.646	158	108	0	226	699	12308	11835	6.48e-22	105	"GCA_007130265.1"
"tauB"	"MUIB01000072.1"	44.828	116	64	0	217	564	3264	3611	5.14e-30	104	"GCA_002084135.1"
"tauB"	"NC_014364.1"	38.346	133	82	0	217	615	1994718	1995116	6.64e-33	104	"GCF_000143985.1"
"tauB"	"NZ_KB899415.1"	38.346	133	82	0	217	615	84358	84756	5.04e-33	104	"GCF_000378205.1"
"tauB"	"NZ_QQPQ01000004.1"	41.379	116	68	0	217	564	50440	50093	4.5e-32	104	"GCF_003346715.1"
"tauB"	"PWQX01000089.1"	38.686	137	84	0	205	615	26736	27146	6.99e-33	104	"GCA_003556605.1"
"tauB"	"SKXQ01000126.1"	43.396	106	60	0	316	633	12404	12087	1.04e-42	104	"GCA_007128315.1"
"tauB"	"SPDA01000014.1"	37.879	132	82	0	220	615	12712	12317	2.02e-33	104	"GCA_004525155.1"
"tauB"	"NC_017583.1"	45.69	116	63	0	217	564	241443	241096	4.83e-30	103	"GCF_000184345.1"
"tauB"	"NZ_JWTM01000292.1"	40.367	109	65	0	280	606	185364	185690	3.3e-35	103	"GCF_001749745.1"
"tauB"	"NZ_JWTM01000396.1"	38.636	132	81	0	220	615	54254	54649	6.87e-33	103	"GCF_001749745.1"
"tauB"	"PWQX01000121.1"	35.606	132	85	0	220	615	40001	40396	1.98e-36	103	"GCA_003556605.1"
"tauB"	"PXEI01000423.1"	45.545	101	55	0	313	615	1159	1461	1.09e-36	103	"GCA_003564775.1"
"tauB"	"QNBH01000205.1"	39.85	133	80	0	217	615	4707	4309	1.09e-30	103	"GCA_003645645.1"
"tauB"	"SKKC01000386.1"	46.535	101	54	0	331	633	6806	6504	3.67e-42	103	"GCA_007121695.1"
"tauB"	"SLAA01000082.1"	46.429	112	60	0	217	552	3088	3423	1.08e-30	103	"GCA_007127105.1"
"tauB"	"SLAA01000111.1"	45.545	101	55	0	313	615	3193	3495	2.01e-36	103	"GCA_007127105.1"
"tauC"	"NC_014484.1"	31.098	164	113	0	226	717	2102293	2101802	4.19e-25	103	"GCF_000147075.1"
"tauB"	"c_000000099148"	37.594	133	83	0	217	615	2959	2561	1.09e-33	102	"GCA_026710565.1"
"tauB"	"NZ_FTMS01000006.1"	36.364	132	84	0	220	615	47897	48292	8.5e-32	102	"GCF_900156105.1"
"tauB"	"NZ_KB891703.1"	36.364	132	84	0	220	615	142088	141693	2.41e-32	102	"GCF_000373545.1"
"tauB"	"QNBK01000031.1"	34.815	135	88	0	211	615	8212	7808	2.49e-32	102	"GCA_003644105.1"
"tauB"	"QNBL01000173.1"	37.879	132	82	0	220	615	3775	4170	7.95e-31	102	"GCA_003641695.1"
"tauB"	"SKKC01000397.1"	49.524	105	53	0	217	531	10324	10010	5.67e-32	102	"GCA_007121695.1"
"tauC"	"NZ_JWTM01000553.1"	30.323	155	108	0	235	699	74801	75265	4.36e-21	102	"GCF_001749745.1"
"tauB"	"NBMC01000042.1"	34.074	135	89	0	211	615	45073	44669	1.17e-34	101	"GCA_002084805.1"
"tauB"	"NBMC01000069.1"	36.842	133	84	0	217	615	5519	5917	6.43e-32	101	"GCA_002084805.1"
"tauB"	"NZ_KB891698.1"	34.074	135	89	0	211	615	19362	19766	3.72e-33	101	"GCF_000373545.1"
"tauB"	"NZ_KB899415.1"	37.121	132	83	0	220	615	100739	101134	1.05e-33	101	"GCF_000378205.1"
"tauB"	"NZ_MWQY01000011.1"	41.379	116	68	0	217	564	97002	96655	1.58e-28	101	"GCF_002087085.1"
"tauB"	"NZ_QQPQ01000002.1"	36.842	133	84	0	217	615	201312	200914	5.57e-31	101	"GCF_003346715.1"
"tauB"	"NZ_QQPQ01000057.1"	34.848	132	86	0	220	615	15942	15547	4.15e-37	101	"GCF_003346715.1"
"tauB"	"QNBL01000138.1"	34.815	135	88	0	211	615	7000	6596	9.5e-36	101	"GCA_003641695.1"
"tauB"	"DCBS01000216.1"	37.121	132	83	0	220	615	3388	2993	4.12e-31	100	"GCA_002313505.1"
"tauB"	"NC_014364.1"	35.338	133	86	0	217	615	4169149	4168751	5.36e-31	100	"GCF_000143985.1"
"tauB"	"NC_014364.1"	36.364	132	84	0	220	615	606652	606257	5.97e-32	100	"GCF_000143985.1"
"tauB"	"NC_014364.1"	37.121	132	83	0	220	615	2011089	2011484	1.89e-33	100	"GCF_000143985.1"
"tauB"	"NC_023035.1"	36.842	133	84	0	217	615	416811	417209	3.55e-33	100	"GCF_000507245.1"
"tauB"	"NZ_KB899408.1"	36.364	132	84	0	220	615	164575	164180	1.58e-31	100	"GCF_000378205.1"
"tauB"	"NZ_KB899410.1"	35.338	133	86	0	217	615	70159	70557	5.57e-31	100	"GCF_000378205.1"
"tauB"	"NZ_KE384554.1"	41.026	117	69	0	217	567	244581	244231	5.43e-28	100	"GCF_000426705.1"
"tauB"	"NZ_QQPQ01000009.1"	40.517	116	69	0	217	564	74664	75011	9.39e-30	100	"GCF_003346715.1"
"tauB"	"NZ_QQPQ01000016.1"	33.333	135	90	0	211	615	37379	36975	2.7e-33	100	"GCF_003346715.1"
"tauB"	"NZ_QQPQ01000060.1"	36.842	133	84	0	217	615	13298	12900	8.69e-35	100	"GCF_003346715.1"
"tauB"	"PUOW01000206.1"	42.202	109	63	0	289	615	1782	1456	7.04e-31	100	"GCA_003552185.1"
"tauB"	"QKCC01000199.1"	40.517	116	69	0	217	564	2476	2823	2.79e-30	100	"GCA_003245835.1"
"tauB"	"SKKC01000088.1"	36.09	133	85	0	217	615	1591	1193	5.85e-34	100	"GCA_007121695.1"
"tauB"	"SKKC01000268.1"	41.284	109	64	0	289	615	2239	2565	1.44e-36	100	"GCA_007121695.1"
"tauB"	"SKZO01000074.1"	43.119	109	62	0	289	615	24663	24337	1.8e-32	100	"GCA_007127335.1"
"tauB"	"SLIN01000086.1"	33.835	133	88	0	217	615	4139	3741	1.47e-33	100	"GCA_007135605.1"
"tauB"	"SLRR01000190.1"	36.364	132	84	0	220	615	61867	61472	3.35e-32	100	"GCA_007130865.1"
"tauB"	"SLST01000033.1"	43.119	109	62	0	289	615	3316	2990	4.69e-32	100	"GCA_007130265.1"
"tauB"	"SLTF01000190.1"	34.848	132	86	0	220	615	3675	4070	1.21e-31	100	"GCA_007130025.1"
"tauC"	"NC_017583.1"	30.488	164	114	0	226	717	2195817	2195326	5.09e-24	100	"GCF_000184345.1"
"tauB"	"NC_017098.1"	40.678	118	70	0	217	570	227955	228308	3.65e-20	99.6	"GCF_000242595.2"
"tauB"	"NC_017098.1"	43.119	109	62	0	289	615	2675891	2675565	5.38e-34	99.6	"GCF_000242595.2"
"tauB"	"NZ_KB899426.1"	39.286	112	68	0	322	657	53910	53575	8.96e-31	99.6	"GCF_000378205.1"
"tauB"	"SLBH01000087.1"	40.367	109	65	0	289	615	12420	12094	1.64e-37	99.6	"GCA_007126415.1"
"tauC"	"SLIN01000351.1"	31.293	147	101	0	226	666	8699	9139	4.03e-20	99.6	"GCA_007135605.1"
"tauB"	"MUIB01000086.1"	42.202	109	63	0	310	636	4546	4872	9.26e-36	99.1	"GCA_002084135.1"
"tauB"	"NC_014364.1"	40.187	107	64	0	337	657	3994893	3994573	2.81e-30	99.1	"GCF_000143985.1"
"tauB"	"PLNO01000253.1"	37.879	132	82	0	220	615	1649	2044	2.52e-32	99.1	"GCA_003141795.1"
"tauB"	"PUOW01000448.1"	40.367	109	65	0	289	615	820	494	3.79e-36	98.7	"GCA_003552185.1"
"tauB"	"PWKH01000087.1"	37.121	132	83	0	220	615	577	972	1.46e-30	98.7	"GCA_003559765.1"
"tauB"	"SKKC01000269.1"	36.364	132	84	0	220	615	2331	1936	4.22e-31	98.7	"GCA_007121695.1"
"tauB"	"SKXQ01000020.1"	46.429	112	60	0	217	552	59854	59519	1.06e-30	98.7	"GCA_007128315.1"
"tauB"	"SKXQ01000054.1"	36.364	132	84	0	220	615	57503	57898	1.61e-31	98.7	"GCA_007128315.1"
"tauB"	"NZ_JWTM01000325.1"	40.517	116	69	0	217	564	13611	13264	1.18e-31	98.2	"GCF_001749745.1"
"tauB"	"NZ_QQPQ01000012.1"	37.736	106	66	0	325	642	49927	50244	2.58e-36	98.2	"GCF_003346715.1"
"tauB"	"PWQX01000056.1"	37.594	133	83	0	217	615	25273	25671	7.81e-31	98.2	"GCA_003556605.1"
"tauB"	"SKXS01000246.1"	37.121	132	83	0	220	615	4373	3978	1.21e-31	98.2	"GCA_007128345.1"
"tauB"	"SLBH01000105.1"	45.536	112	61	0	187	522	19361	19696	2.04e-29	98.2	"GCA_007126415.1"
"tauB"	"SPDA01000222.1"	43.966	116	65	0	217	564	1471	1124	1.34e-29	98.2	"GCA_004525155.1"
"tauB"	"NC_014364.1"	41.379	116	68	0	217	564	4195781	4195434	5.21e-26	97.7	"GCF_000143985.1"
"tauB"	"NZ_KB899410.1"	41.379	116	68	0	217	564	43725	44072	1.34e-26	97.7	"GCF_000378205.1"
"tauB"	"SKXQ01000010.1"	33.835	133	88	0	217	615	40513	40911	3.03e-34	97.7	"GCA_007128315.1"
"tauB"	"SLAA01000066.1"	37.879	132	82	0	217	612	8535	8140	1.99e-30	97.7	"GCA_007127105.1"
"tauB"	"SLBH01000061.1"	34.848	132	86	0	220	615	6264	6659	1.32e-29	97.7	"GCA_007126415.1"
"tauB"	"NZ_FTMS01000018.1"	44.762	105	58	0	217	531	16803	17117	3.71e-30	97.3	"GCF_900156105.1"
"tauB"	"QNBK01000183.1"	36.364	132	84	0	220	615	5047	4652	3.1e-31	97.3	"GCA_003644105.1"
"tauB"	"NC_014364.1"	44.66	103	57	0	319	627	4392499	4392807	4.17e-33	96.8	"GCF_000143985.1"
"tauB"	"NC_023035.1"	41.379	116	68	0	217	564	2368435	2368782	1.38e-30	96.8	"GCF_000507245.1"
"tauB"	"SKZO01000163.1"	44.643	112	62	0	217	552	7464	7799	5.16e-30	96.8	"GCA_007127335.1"
"tauB"	"PUPD01000201.1"	39.45	109	66	0	289	615	5500	5826	3.31e-35	96.4	"GCA_003552985.1"
"tauB"	"PWQX01000239.1"	38.532	109	67	0	289	615	3486	3812	3.35e-35	96.4	"GCA_003556605.1"
"tauC"	"NZ_MWQY01000010.1"	32.215	149	101	0	235	681	55380	54934	3.72e-19	96.4	"GCF_002087085.1"
"tauB"	"NZ_KB891698.1"	37.594	133	83	0	217	615	4680	5078	4.56e-29	95.9	"GCF_000373545.1"
"tauB"	"QNBL01000121.1"	36.09	133	85	0	217	615	7002	7400	9.76e-30	95.9	"GCA_003641695.1"
"tauB"	"RPPD01000593.1"	35.606	132	85	0	220	615	1302	907	3.14e-31	95.9	"GCA_003818675.1"
"tauB"	"SKQU01000253.1"	35.606	132	85	0	220	615	9800	9405	2.02e-30	95.9	"GCA_007118855.1"
"tauB"	"SKZO01000245.1"	35.606	132	85	0	220	615	343	738	2.02e-30	95.9	"GCA_007127335.1"
"tauB"	"SLIN01000075.1"	38.655	119	73	0	208	564	5477	5121	9.52e-30	95.9	"GCA_007135605.1"
"tauB"	"SLIN01000359.1"	35.606	132	85	0	220	615	8793	8398	1.08e-30	95.9	"GCA_007135605.1"
"tauB"	"SLST01000487.1"	35.606	132	85	0	220	615	9143	9538	2.02e-30	95.9	"GCA_007130265.1"
"tauC"	"NZ_AUFW01000017.1"	30.714	140	97	0	262	681	87954	88373	5.11e-19	95.9	"GCF_000426705.1"
"tauB"	"SKXS01000141.1"	40.367	109	65	0	289	615	7889	7563	1.13e-34	95.5	"GCA_007128345.1"
"tauC"	"c_000000204338"	32.117	137	93	0	280	690	798	1208	7.02e-19	95.5	"GCA_026710565.1"
"tauC"	"MUIB01000136.1"	30.822	146	101	0	229	666	11586	12023	7.02e-19	95.5	"GCA_002084135.1"
"tauC"	"NODE_3040_length_21254_cov_4.716543"	32.117	137	93	0	280	690	13093	13503	7.02e-19	95.5	"CNA0052444"
"tauC"	"NODE_322_length_97985_cov_11.442408"	32.117	137	93	0	280	690	3561	3971	7.02e-19	95.5	"CNA0052603"
"tauC"	"NODE_394_length_115674_cov_11.829466"	32.117	137	93	0	280	690	93181	92771	7.02e-19	95.5	"GCA_028818385.1"
"tauB"	"NZ_JWTM01000532.1"	38.095	105	65	0	316	630	11356	11042	4.79e-45	95	"GCF_001749745.1"
"tauC"	"NODE_9036_length_7126_cov_4.631735"	32.117	137	93	0	280	690	2073	1663	9.65e-19	95	"CNA0052564"
"tauB"	"NC_017098.1"	46.154	104	56	0	217	528	2618847	2618536	4.74e-27	94.5	"GCF_000242595.2"
"tauB"	"NZ_AUFW01000012.1"	35.606	132	85	0	220	615	77803	77408	2.66e-30	94.5	"GCF_000426705.1"
"tauB"	"QNBH01000199.1"	39.655	116	70	0	268	615	4173	3826	5.19e-36	94.5	"GCA_003645645.1"
"tauB"	"SKXS01000258.1"	32.576	132	89	0	220	615	3870	3475	3.4e-32	94.5	"GCA_007128345.1"
"tauC"	"c_000000345816"	31.387	137	94	0	280	690	23287	23697	1.33e-18	94.5	"GCA_026712845.1"
"tauC"	"NODE_29702_length_2074_cov_3.953442"	31.387	137	94	0	280	690	821	411	1.33e-18	94.5	"CNA0052525"
"tauC"	"NODE_666_length_83989_cov_114.465485"	31.387	137	94	0	280	690	40537	40127	1.33e-18	94.5	"GCA_028821475.1"
"tauB"	"NZ_JNUP01000072.1"	36.885	122	77	0	217	582	123356	122991	1.66e-18	94.1	"GCF_000758165.1"
"tauB"	"QNBH01000162.1"	36.09	133	85	0	217	615	6700	7098	1.83e-32	94.1	"GCA_003645645.1"
"tauB"	"SKXQ01000012.1"	39.45	109	66	0	289	615	31772	31446	2.33e-35	94.1	"GCA_007128315.1"
"tauB"	"DCBS01000035.1"	40.678	118	70	0	217	570	16172	16525	2.71e-30	93.2	"GCA_002313505.1"
"tauB"	"PUOW01000318.1"	38.532	109	67	0	289	615	820	494	1.17e-34	93.2	"GCA_003552185.1"
"tauB"	"NODE_4503_length_13376_cov_4.505292"	44.554	101	56	0	313	615	9437	9135	1.76e-35	92.7	"CNA0052564"
"tauB"	"QKCC01000084.1"	34.884	129	84	0	223	609	8865	9251	7.05e-30	92.7	"GCA_003245835.1"
"tauB"	"NZ_JWTM01000418.1"	39.655	116	70	0	217	564	137389	137736	1.15e-28	92.3	"GCF_001749745.1"
"tauB"	"SKXS01000138.1"	34.375	128	84	0	331	714	3628	3245	3.66e-31	92.3	"GCA_007128345.1"
"tauB"	"c_000000166362"	41.228	114	67	0	223	564	144199	143858	1.11e-24	91.8	"GCA_026712845.1"
"tauB"	"NODE_444_length_103008_cov_104.732023"	41.228	114	67	0	223	564	31693	32034	5.5e-26	91.8	"GCA_028821475.1"
"tauB"	"NC_014364.1"	36.434	129	82	0	217	603	2080813	2081199	1.22e-27	91.3	"GCF_000143985.1"
"tauB"	"NZ_KB899415.1"	36.434	129	82	0	217	603	162338	162724	1.02e-24	91.3	"GCF_000378205.1"
"tauC"	"NZ_JWTM01000418.1"	30.872	149	103	0	235	681	94226	93780	1.22e-17	91.3	"GCF_001749745.1"
"tauB"	"NC_014364.1"	36.134	119	76	0	259	615	1273075	1272719	7.12e-26	90.9	"GCF_000143985.1"
"tauB"	"NC_014484.1"	38.983	118	72	0	211	564	1350044	1349691	3.86e-26	90.9	"GCF_000147075.1"
"tauB"	"NC_017098.1"	37.069	116	73	0	217	564	213843	213496	1.97e-26	90.9	"GCF_000242595.2"
"tauB"	"NC_017583.1"	38.983	118	72	0	211	564	1431476	1431123	7.18e-23	90.9	"GCF_000184345.1"
"tauB"	"NZ_MWQY01000010.1"	35.398	113	73	0	301	639	173731	173393	8.34e-33	90.9	"GCF_002087085.1"
"tauB"	"SKXQ01000126.1"	37.143	105	66	0	1	315	12725	12411	1.04e-42	90.4	"GCA_007128315.1"
"tauB"	"SPDA01000131.1"	38.835	103	63	0	319	627	435	127	1.47e-31	90.4	"GCA_004525155.1"
"tauB"	"NODE_11705_length_5438_cov_2.712614"	41.284	109	64	0	289	615	1177	1503	7.03e-36	90	"CNA0052525"
"tauB"	"SLIN01000039.1"	38.532	109	67	0	289	615	18963	19289	1.63e-32	90	"GCA_007135605.1"
"tauB"	"SKKC01000386.1"	37.255	102	64	0	1	306	7142	6837	3.67e-42	89	"GCA_007121695.1"
"tauB"	"NC_014484.1"	37.864	103	64	0	322	630	1561992	1561684	2.39e-31	88.6	"GCF_000147075.1"
"tauB"	"NZ_KB899410.1"	39.655	116	70	0	217	564	162822	162475	1.03e-27	88.6	"GCF_000378205.1"
"tauB"	"NZ_KE384554.1"	35.897	117	75	0	217	567	170308	169958	2.12e-20	87.7	"GCF_000426705.1"
"tauB"	"SLRR01000157.1"	41.584	101	59	0	313	615	920	618	2.74e-30	87.7	"GCA_007130865.1"
"tauB"	"NC_014364.1"	37.255	102	64	0	331	636	3374955	3374650	9.45e-23	87.2	"GCF_000143985.1"
"tauB"	"NC_017098.1"	37.069	116	73	0	217	564	1225508	1225855	3.47e-27	87.2	"GCF_000242595.2"
"tauB"	"NZ_JWTM01000418.1"	37.255	102	64	0	322	627	280413	280108	9.08e-27	87.2	"GCF_001749745.1"
"tauB"	"NBMC01000053.1"	41.584	101	59	0	337	639	2740	3042	1.27e-30	86.8	"GCA_002084805.1"
"tauB"	"NZ_JNUP01000065.1"	44.118	102	57	0	217	522	246443	246138	1.88e-24	86.3	"GCF_000758165.1"
"tauB"	"NC_017583.1"	37.624	101	63	0	322	624	920039	920341	3.88e-30	85.8	"GCF_000184345.1"
"tauB"	"NZ_QQPQ01000014.1"	40.385	104	62	0	211	522	102710	102399	1.91e-24	85.8	"GCF_003346715.1"
"tauC"	"NODE_2317_length_34815_cov_110.156530"	31.496	127	87	0	310	690	12145	12525	7.6e-16	85.4	"GCA_028821475.1"
"tauB"	"NC_017583.1"	41.905	105	61	0	217	531	1164915	1165229	1.19e-23	84.9	"GCF_000184345.1"
"tauB"	"NODE_236_length_143502_cov_108.508132"	39.45	109	66	0	289	615	88499	88173	2.41e-33	84.9	"GCA_028821475.1"
"tauB"	"NZ_KB891691.1"	37.143	105	66	0	301	615	71208	71522	1.31e-15	84.5	"GCF_000373545.1"
"tauB"	"NZ_FTMS01000009.1"	37.143	105	66	0	301	615	81397	81083	7.59e-20	84	"GCF_900156105.1"
"tauB"	"c_000000046364"	39.45	109	66	0	289	615	55116	55442	5.31e-32	83.5	"GCA_026712845.1"
"tauB"	"c_000000345816"	43.81	105	59	0	208	522	8051	7737	1e-24	83.5	"GCA_026712845.1"
"tauB"	"NODE_666_length_83989_cov_114.465485"	43.81	105	59	0	208	522	55707	56021	5.53e-25	83.5	"GCA_028821475.1"
"tauB"	"NZ_MWQY01000011.1"	37.143	105	66	0	256	570	102557	102243	5.93e-23	83.5	"GCF_002087085.1"
"tauC"	"NODE_1492_length_38934_cov_6.537051"	31.496	127	87	0	310	690	23374	22994	2.71e-15	83.5	"CNA0052444"
"tauC"	"SKQU01000158.1"	32.283	127	86	0	229	609	3982	3602	2.71e-15	83.5	"GCA_007118855.1"
"tauB"	"NC_014484.1"	37.705	122	76	0	217	582	2460451	2460086	1.34e-24	83.1	"GCF_000147075.1"
"tauB"	"NC_014484.1"	41.905	105	61	0	217	531	1100179	1100493	2.17e-21	82.6	"GCF_000147075.1"
"tauB"	"NC_017583.1"	38.136	118	73	0	217	570	2549325	2548972	2.49e-24	82.6	"GCF_000184345.1"
"tauC"	"SLTF01000463.1"	30.709	127	88	0	229	609	1901	1521	5.11e-15	82.6	"GCA_007130025.1"
"tauB"	"NC_014364.1"	35.294	119	77	0	259	615	3033651	3033295	7.47e-21	82.2	"GCF_000143985.1"
"tauC"	"c_000000330159"	30.709	127	88	0	310	690	61084	60704	7.02e-15	82.2	"GCA_026712845.1"
"tauC"	"PWQX01000089.1"	42.574	101	58	0	716	414	34755	34453	7.02e-15	82.2	"GCA_003556605.1"
"tauB"	"NC_014484.1"	41.284	109	64	0	205	531	2122593	2122267	1.93e-20	81.7	"GCF_000147075.1"
"tauB"	"NC_017583.1"	41.284	109	64	0	205	531	2216127	2215801	7.36e-18	81.7	"GCF_000184345.1"
"tauB"	"NODE_639_length_79882_cov_5.225851"	37.615	109	68	0	289	615	57663	57337	1.38e-31	81.7	"CNA0052444"
"tauB"	"NODE_2108_length_23495_cov_9.833959"	38.462	104	64	0	304	615	2108	1797	3.18e-30	80.3	"CNA0052603"
"tauB"	"NODE_715_length_80875_cov_12.759589"	39.423	104	63	0	304	615	54060	54371	5.75e-30	80.3	"GCA_028818385.1"
"tauB"	"NC_023035.1"	35.345	116	75	0	217	564	890865	891212	5.66e-23	79.4	"GCF_000507245.1"
"tauB"	"c_000000046364"	35.345	116	75	0	217	564	135704	135357	1.88e-24	79	"GCA_026712845.1"
"tauB"	"NC_014364.1"	32.479	117	79	0	256	606	3863508	3863858	9.69e-25	79	"GCF_000143985.1"
"tauC"	"NODE_35728_length_1751_cov_3.815448"	30.159	126	88	0	313	690	1358	1735	6.49e-14	79	"CNA0052525"
"tauC"	"SKZO01000058.1"	30.709	127	88	0	229	609	2788	2408	6.49e-14	79	"GCA_007127335.1"
"tauB"	"NC_014484.1"	33.621	116	77	0	259	606	701800	702147	4.36e-19	78.5	"GCF_000147075.1"
"tauB"	"SKZO01000391.1"	33.663	101	67	0	25	327	6756	6454	6.28e-41	78.5	"GCA_007127335.1"
"tauB"	"NZ_JWTM01000325.1"	34.426	122	80	0	256	621	17562	17197	2.12e-22	78	"GCF_001749745.1"
"tauB"	"NC_017583.1"	33.621	116	77	0	259	606	736682	737029	1.87e-27	77.6	"GCF_000184345.1"
"tauB"	"NZ_KB899406.1"	32.479	117	79	0	256	606	72324	71974	2.57e-24	77.6	"GCF_000378205.1"
"tauB"	"SKQU01000416.1"	32.673	101	68	0	25	327	6756	6454	7.78e-40	75.3	"GCA_007118855.1"
"tauC"	"SLAA01000198.1"	43.137	102	58	0	716	411	1659	1354	1.55e-12	74.4	"GCA_007127105.1"
"tauB"	"NC_014364.1"	35	120	78	0	217	576	3866404	3866763	3.95e-20	73.9	"GCF_000143985.1"
"tauB"	"NC_023035.1"	31.776	107	73	0	295	615	785398	785718	6.87e-22	73.9	"GCF_000507245.1"
